Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,lat,lng
1 Rue De Libourne 12th arr 75012 Paris France,150,9/17/2016,8.7,Pullman Paris Centre Bercy, no parking,3,1382, breakfast is OK bed is soft so it is not comfortable,12,2,7.9,"[' Leisure trip ', ' Family with young children ', ' Family Room Two connecting Rooms ', ' Stayed 4 nights ']",48.8315204,2.3870797
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,89,9/17/2016,8.2,Gardette Park Hotel, Breakfast could be improved with fresh products and real coffee ,12,1011, Good location in a lively part of Paris very quiet streets with restaurants nearby Reasonable size for the rooms which have been renovated and well maintained ,28,84,8.8,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']",48.8610265,2.3788974
10 rue Saint Hyacinthe 1st arr 75001 Paris France,43,9/17/2015,8.1,Hotel des Tuileries Relais du Silence, I absolutely loved the place but if I had one criticism it would be that more mirrors are needed in the rooms We only had one in the bathroom which made it difficult for two people to get ready Otherwise everything was perfect ,45,446, A lovely boutique hotel in a great location All the main areas of Paris were in walking distance with the Louvre just around the corner The price was fantastic for somewhere so central I will definitely stay here again when in Paris ,44,3,10,"[' Leisure trip ', ' Family with older children ', ' Cosy Room ', ' Stayed 3 nights ']",48.8661705,2.331561
11 15 Rue De Lyon 12th arr 75012 Paris France,205,9/17/2015,8.3,Holiday Inn Paris Gare de Lyon Bastille, Small and tiny lift Only allowed 1 to 2 person,11,2200, Breakfast,2,2,7.9,"[' Leisure trip ', ' Family with older children ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8468064,2.3714789
11 Rue de l Arcade 8th arr 75008 Paris France,80,9/17/2015,8.1,Op ra Marigny, Nothing except construction noise not the hotels fault though ,11,735, Everything was beautiful lovley staff,6,1,9.6,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.871723,2.3235377
10 12 rue Cognacq Jay 7th arr 75007 Paris France,96,9/16/2016,8.6,H tel Juliana Paris, Nothing,2,577, Everything,2,3,9.6,"[' Couple ', ' Junior Suite ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8619373,2.3040298
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,9/15/2016,8.2,Hotel Trianon Rive Gauche, Lift to our room was very small ,9,967, Good sized bathroom spacious bedroom and large bed All very neat ,13,1,9.6,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",48.8487675,2.3410376
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,9/15/2016,8.2,Hotel Trianon Rive Gauche, Air conditioning was quite poor at 25 degrees it was way too cold We preferred to open the window but it s not always an option dust noise Lightning might be better bed lights high above the bed and no ceiling lamp and lightning above the mirrow in the bathroom for doing make up ,56,967, Comfortable room bed and bathroom spacious wardrobe room robes and slippers friendly and helpful staff excellent breakfast Location is perfect as well ,24,16,8.8,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8487675,2.3410376
10 Avenue Emile Zola 15th arr 75015 Paris France,33,9/15/2016,8,Mercure Paris Tour Eiffel Pont Mirabeau, Very small lobby no gym ,7,259, Good management helpful staff clean rooms and perfect location for public transportation ,14,6,9.6,"[' Leisure trip ', ' Family with young children ', ' Standard Single Room ', ' Stayed 23 nights ', ' Submitted from a mobile device ']",48.8460269,2.2788281
10 rue de Bruxelles 9th arr 75009 Paris France,56,9/15/2016,9.3,Maison Souquet, Our room was quite small I struggled to find a place to do my daily push ups without banging into things Tiny outside area in constant shade A roof terrace would make this place stellar ,37,282, Friendly and very helpful staff Very elegant interior Excellent cocktails Well sound isolated so no noise from the outside traffic or people ,24,3,8.3,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room with Private Access to Pool and Spa ', ' Stayed 3 nights ']",48.88366,2.3313845
10 rue de Bruxelles 9th arr 75009 Paris France,56,9/15/2016,9.3,Maison Souquet, Nothing it s perfect,5,282, Extremely lovely hotel with great attention to detail Wonderful that one can use the pool and hammam privately don t forget to reserve in advance Food is top quality This will be the only address in Paris I ll ever stay at ,44,34,9.6,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room with Private Access to Pool and Spa ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.88366,2.3313845
10 rue Saint Hyacinthe 1st arr 75001 Paris France,43,9/15/2016,8.1,Hotel des Tuileries Relais du Silence, Coffee machine at breakfast,5,446, Friendly staff who went the extra mile to enhance my experience the complimentary champagne wine between 6pm and 8 pm The location was superb ,26,4,9.6,"[' Business trip ', ' Couple ', ' Cosy Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8661705,2.331561
102 Bd De Grenelle 15th arr 75015 Paris France,241,9/15/2016,8.6,Le Parisis Paris Tour Eiffel, I did not like that the hotel was short of staff in the evening By short I mean there was no one except one person at the reception and that was it so for everything I wanted I had to go downstairs Room was very small for a family of 3 there was no space to move in the room no place for luggage at all no tissues were provided to us in the room There were stains on the carpet The room was cleaned everytime we went out but the cleanliness went down as the day passes by we were in the hotel for 5 days ,109,1477, I loved where the hotel was located it was at walkable distance to the Eiffel Tower and train station was just outside the hotel ,26,3,3.8,"[' Leisure trip ', ' Family with young children ', ' Double Room with Eiffel Tower View ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
102 Bd De Grenelle 15th arr 75015 Paris France,241,9/15/2016,8.6,Le Parisis Paris Tour Eiffel, Noting,2,1477, Clean quite rooms,4,1,9.6,"[' Leisure trip ', ' Couple ', ' Double Room with Eiffel Tower View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8494851,2.2955063
11 Bis Rue Jules Chaplain 6th arr 75006 Paris France,44,9/15/2016,8.7,H tel Chaplain Paris Rive Gauche, The first room we got was on ground floor with now windows nor fresh air Ok standard but did not feel it gave us any extra value for the money as the room was expensive this weekend ,39,615, Great location Clean Ok standard We got a new room when we asked for it because the first one was on ground floor without any windows The new room on third floor was much better than the first one,40,10,6.3,"[' Leisure trip ', ' Group ', ' Classic Room ', ' Stayed 2 nights ']",48.8427564,2.3305636
1 Rue De Libourne 12th arr 75012 Paris France,150,9/15/2015,8.7,Pullman Paris Centre Bercy, Very limited of car parking with Hotel ,9,1382, Cooperation from the front desk staff specially by Ms CELINE GIRAULT ,13,16,8.3,"[' Leisure trip ', ' Family with young children ', ' Family Room Two connecting Rooms ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8315204,2.3870797
10 rue Lamartine 9th arr 75009 Paris France,42,9/15/2015,8.8,Les Plumes Hotel, Honesty bar poor,4,514, Friendly helpful staff Excellent location for sightseeing Very tasteful rooms Good breakfast,13,5,8.3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8766269,2.3432886
11 Rue d Astorg 8th arr 75008 Paris France,19,9/15/2015,7.5,Hotel Astor Saint Honor , Pity the restaurant was closed at the weekend ,10,101, Concierge a marvelous resource Fabulous restaurant,7,1,9.6,"[' Leisure trip ', ' Group ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8728324,2.3193886
102 Bd De Grenelle 15th arr 75015 Paris France,241,9/14/2016,8.6,Le Parisis Paris Tour Eiffel, The man in the reception the day we arrived wasn t very polite only that man all the others were very friendly Also there should be a little fridge in the rooms ,34,1477, Good hotel very clean and in a good location ,11,12,7.9,"[' Leisure trip ', ' Couple ', ' Double Room with Eiffel Tower View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
1 Rue De Libourne 12th arr 75012 Paris France,150,9/14/2015,8.7,Pullman Paris Centre Bercy, A little far from City Center,7,1382, Front desk people Alice and Claire worked to resolve room issues fast Great Breakfast and very well run operations If you need a real hotel and don t mind a 15 minute ride to the center of city this is the place,43,1,2.9,"[' Business trip ', ' Family with young children ', ' Superior Triple Room with 3 Single Beds ', ' Stayed 3 nights ']",48.8315204,2.3870797
11 15 Rue De Lyon 12th arr 75012 Paris France,205,9/14/2015,8.3,Holiday Inn Paris Gare de Lyon Bastille, That it was door to a Sex shop,9,2200, Close proximity to Gare de Lyon,7,1,7.1,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 1 night ']",48.8468064,2.3714789
11 Rue d Astorg 8th arr 75008 Paris France,19,9/14/2015,7.5,Hotel Astor Saint Honor , I would rate the Concierge Service 10 10 but in comparison the Front Desk Service was 5 10 they were very pleasant but inefficient and slow ,28,101, Great concierge service which was extremely helpful with restaurant bookings,11,2,9.2,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ']",48.8728324,2.3193886
11 15 Rue De Lyon 12th arr 75012 Paris France,205,9/13/2015,8.3,Holiday Inn Paris Gare de Lyon Bastille, Nothing,2,2200, Everything is perfect,4,3,10,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",48.8468064,2.3714789
11 15 Rue De Lyon 12th arr 75012 Paris France,205,9/13/2015,8.3,Holiday Inn Paris Gare de Lyon Bastille, Thought the breakfast was expensive ,7,2200, Close to Gare de Lyon for travel to Milan ,11,11,8.8,"[' Leisure trip ', ' Couple ', ' King Room Non Smoking ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8468064,2.3714789
11 15 Rue De Lyon 12th arr 75012 Paris France,205,9/12/2015,8.3,Holiday Inn Paris Gare de Lyon Bastille, Small room for the price Breakfast average for the price ,12,2200, I good location,4,2,7.1,"[' Leisure trip ', ' Couple ', ' King Room Non Smoking ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8468064,2.3714789
10 Rue Kepler 16th arr 75016 Paris France,77,9/10/2016,9.1,H tel Keppler, I didn t like the location a bit far,10,338, I like the style and lobby classy,8,21,6.3,"[' Leisure trip ', ' Family with young children ', ' Classic Double Room with Shower ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8699103,2.2973386
1 Place Vend me 1st arr 75001 Paris France,70,9/10/2015,8.7,H tel De Vend me, hotel is quite ols and needs to be modernized ,11,425, Great location and very helpful staff ,8,3,7.1,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights ']",48.8668564,2.3286339
10 avenue Carnot 17th arr 75017 Paris France,39,9/10/2015,7.7,Belfast, Problems with shampoo body lotion ,7,337, Great location ,4,10,7.9,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8756435,2.2938788
108 Rue Saint Lazare 8th arr 75008 Paris France,65,9/10/2015,8.4,Hilton Paris Opera, Room service slow and limited food options ,9,458, Grand decor Prompt efficient front desk Brilliant location for shopping tourism ,13,20,9.2,"[' Leisure trip ', ' Couple ', ' Executive Room Free Executive Lounge Access ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8756604,2.3252075
11 15 Rue De Lyon 12th arr 75012 Paris France,205,9/1/2016,8.3,Holiday Inn Paris Gare de Lyon Bastille, Room was smaller than we expected ,8,2200, Good location Near to the Gare de Lyon Railway station We could walk with young children suite cases ,20,5,7.5,"[' Leisure trip ', ' Family with young children ', ' King Room Non Smoking ', ' Stayed 1 night ']",48.8468064,2.3714789
10 Place De La R publique 11th arr 75011 Paris France,141,9/1/2015,8,Crowne Plaza Paris R publique, Odor in bar area smelled like there had been a water leak and mold was present ,18,1053, Everyone was so helpful to answer all our questions about restaurants and tipping And finding our way around France,20,1,10,"[' Leisure trip ', ' Couple ', ' Standard Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",48.8673199,2.3656296
11 15 Rue De Lyon 12th arr 75012 Paris France,205,9/1/2015,8.3,Holiday Inn Paris Gare de Lyon Bastille, Breakfast was not included in the room rate paris was very hot and humid and the room AC did not cool the room enough ,26,2200, Clean and quiet very friend staff In room coffee machine was good Very quiet ,16,1,7.9,"[' Leisure trip ', ' Couple ', ' Executive King Room Non Smoking ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8468064,2.3714789
1 Rue De Libourne 12th arr 75012 Paris France,150,8/9/2016,8.7,Pullman Paris Centre Bercy, Sofa in a broken state and not meeting the standards of the room,14,1382, Excellent quality of the facility offered for our baby crib with protection teddy bear trash for used papers baby change mattress Upgraded at our arrival Very efficient concierge Comfortable queen size bed Great location close to Cour Saint Emilion and line M14 best metro line to circulate with a stroller ,52,5,9.6,"[' Leisure trip ', ' Family with young children ', ' Classique Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8315204,2.3870797
11 Bis rue Mazagran 10th arr 75010 Paris France,25,8/9/2016,7.9,H tel Regina Op ra Grands Boulevards, No refill for the small shampoo so we had only a small shampoo for 2 days and 2 persons,20,287, Good located hotel Friendly staff Clean and modern rooms,10,33,9.2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8708508,2.3515882
10 Place De La R publique 11th arr 75011 Paris France,141,8/9/2015,8,Crowne Plaza Paris R publique, the room are smaller,5,1053, good location friendly staff ,6,7,9.2,"[' Leisure trip ', ' Family with older children ', ' Standard Room ', ' Stayed 1 night ']",48.8673199,2.3656296
10 Place De La R publique 11th arr 75011 Paris France,141,8/9/2015,8,Crowne Plaza Paris R publique, Bed was to small queen size not king size Air condition was hardly working ,16,1053, Friendly staff fluent in English excellent concierge perfect location near the Metro walking distance to Quartier Latine Notre Dame fairly big room ,24,9,9.2,"[' Leisure trip ', ' Couple ', ' Standard Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8673199,2.3656296
